og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Position, Agent, Frequency

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Position, Frequency, Agent

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Frequency, Agent, Position

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Frequency, Position, Agent

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Agent, Issue, Frequency

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Agent, Frequency, Issue

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Issue, Agent, Frequency

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Issue, Frequency, Agent

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Frequency, Agent, Issue

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Position, Frequency, Issue, Agent

","For tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Agent, Issue, Position

","Five times, Ron Johnson voted for tax breaks that help companies ship Wisconsin jobs overseas."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Agent, Position, Issue

","Five times, Ron Johnson voted for tax breaks that help companies ship Wisconsin jobs overseas."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Issue, Agent, Position

","Five times, tax breaks that help companies ship Wisconsin jobs overseas were voted for by Ron Johnson."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Issue, Position, Agent

","Five times for tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Position, Agent, Issue

","Five times, for tax breaks that help companies ship Wisconsin jobs overseas, Ron Johnson voted."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Frequency, Position, Issue, Agent

",Five times Ron Johnson voted for tax breaks that help companies ship Wisconsin jobs overseas.
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .,Vote,voted,"(0, 11)","(26, 116)",,"(18, 25)",,,,,"Frame: Vote

Sentence: Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .

Frame Elements:
- Agent: Marco Rubio
- Position: against
- Issue: funding health clinics that provide critical care during this public health emergency Zika

New order of frame elements: Agent, Issue, Position

","Marco Rubio, funding health clinics that provide critical care during this public health emergency Zika, voted against."
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .,Vote,voted,"(0, 11)","(26, 116)",,"(18, 25)",,,,,"Frame: Vote

Sentence: Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .

Frame Elements:
- Agent: Marco Rubio
- Position: against
- Issue: funding health clinics that provide critical care during this public health emergency Zika

New order of frame elements: Issue, Agent, Position

","Funding health clinics that provide critical care during this public health emergency Zika, Marco Rubio voted against."
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .,Vote,voted,"(0, 11)","(26, 116)",,"(18, 25)",,,,,"Frame: Vote

Sentence: Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .

Frame Elements:
- Agent: Marco Rubio
- Position: against
- Issue: funding health clinics that provide critical care during this public health emergency Zika

New order of frame elements: Issue, Position, Agent

",Funding health clinics that provide critical care during this public health emergency Zika was voted against by Marco Rubio.
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .,Vote,voted,"(0, 11)","(26, 116)",,"(18, 25)",,,,,"Frame: Vote

Sentence: Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .

Frame Elements:
- Agent: Marco Rubio
- Position: against
- Issue: funding health clinics that provide critical care during this public health emergency Zika

New order of frame elements: Position, Agent, Issue

","Against the funding health clinics that provide critical care during this public health emergency Zika, Marco Rubio voted."
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .,Vote,voted,"(0, 11)","(26, 116)",,"(18, 25)",,,,,"Frame: Vote

Sentence: Marco Rubio voted against funding health clinics that provide critical care during this public health emergency Zika .

Frame Elements:
- Agent: Marco Rubio
- Position: against
- Issue: funding health clinics that provide critical care during this public health emergency Zika

New order of frame elements: Position, Issue, Agent

","Against funding health clinics that provide critical care during this public health emergency Zika, Marco Rubio voted."
everybody just took then Senator Barack Obama at his word in 2008 when he said he would have voted against invading Iraq .,Vote,voted,"(79, 81)","(107, 120)",,"(99, 106)",,,,,"Frame: Vote

Sentence: everybody just took then Senator Barack Obama at his word in 2008 when he said he would have voted against invading Iraq .

Frame Elements:
- Agent: he
- Position: against
- Issue: invading Iraq

New order of frame elements: Agent, Issue, Position

","In 2008, when Senator Barack Obama said he would have voted against invading Iraq, everybody just took him at his word."
everybody just took then Senator Barack Obama at his word in 2008 when he said he would have voted against invading Iraq .,Vote,voted,"(79, 81)","(107, 120)",,"(99, 106)",,,,,"Frame: Vote

Sentence: everybody just took then Senator Barack Obama at his word in 2008 when he said he would have voted against invading Iraq .

Frame Elements:
- Agent: he
- Position: against
- Issue: invading Iraq

New order of frame elements: Issue, Agent, Position

","In 2008, when Senator Barack Obama said he would have voted against invading Iraq, everybody just took him at his word."
